Season,Run,Tillage,ACCase,PlantDensity,SSplants,RSplants,RRplants,SSseeds,RSseeds,RRseeds,SSrhizomes,RSrhizomes,RRrhizomes
1,242,0,1,0.3715,3715,0,0,100000,0,0,10000,0,0
1,243,0,1,0.364,3640,0,0,100000,0,0,10000,0,0
1,244,0,1,0.3665,3665,0,0,100000,0,0,10000,0,0
1,245,0,1,0.3777,3777,0,0,100000,0,0,10000,0,0
1,246,0,1,0.3688,3688,0,0,99999,0,1,10000,0,0
1,247,0,1,0.369,3690,0,0,100000,0,0,10000,0,0
1,248,0,1,0.3764,3764,0,0,100000,0,0,10000,0,0
1,249,0,1,0.374,3740,0,0,99999,1,0,10000,0,0
1,250,0,1,0.3657,3657,0,0,100000,0,0,10000,0,0
1,251,0,1,0.3686,3686,0,0,100000,0,0,10000,0,0
1,252,0,1,0.3702,3702,0,0,100000,0,0,10000,0,0
1,253,0,1,0.3815,3815,0,0,100000,0,0,10000,0,0
1,254,0,1,0.3719,3719,0,0,100000,0,0,10000,0,0
1,255,0,1,0.3635,3635,0,0,100000,0,0,10000,0,0
1,256,0,1,0.3621,3621,0,0,100000,0,0,10000,0,0
1,257,0,1,0.3585,3585,0,0,100000,0,0,10000,0,0
1,258,0,1,0.3697,3697,0,0,100000,0,0,10000,0,0
1,259,0,1,0.3647,3647,0,0,100000,0,0,10000,0,0
1,260,0,1,0.3665,3665,0,0,100000,0,0,10000,0,0
1,261,0,1,0.372,3720,0,0,100000,0,0,10000,0,0
1,262,0,1,0.3712,3712,0,0,100000,0,0,10000,0,0
1,263,0,1,0.3607,3607,0,0,100000,0,0,10000,0,0
1,264,0,1,0.3738,3738,0,0,100000,0,0,10000,0,0
1,265,0,1,0.3673,3673,0,0,100000,0,0,10000,0,0
1,266,0,1,0.376,3760,0,0,100000,0,0,10000,0,0
1,267,0,1,0.3694,3694,0,0,100000,0,0,10000,0,0
1,268,0,1,0.3781,3781,0,0,100000,0,0,10000,0,0
1,269,0,1,0.3754,3754,0,0,100000,0,0,10000,0,0
1,270,0,1,0.3642,3642,0,0,100000,0,0,10000,0,0
1,271,0,1,0.3614,3614,0,0,100000,0,0,10000,0,0
1,272,0,1,0.367,3670,0,0,100000,0,0,10000,0,0
1,273,0,1,0.3696,3696,0,0,100000,0,0,10000,0,0
1,274,0,1,0.38,3800,0,0,100000,0,0,10000,0,0
1,275,0,1,0.3632,3632,0,0,100000,0,0,10000,0,0
1,276,0,1,0.3602,3602,0,0,100000,0,0,10000,0,0
1,277,0,1,0.3788,3788,0,0,100000,0,0,10000,0,0
1,278,0,1,0.3612,3612,0,0,100000,0,0,10000,0,0
1,279,0,1,0.3727,3727,0,0,100000,0,0,10000,0,0
1,280,0,1,0.3712,3712,0,0,100000,0,0,10000,0,0
1,281,0,1,0.3658,3658,0,0,100000,0,0,10000,0,0
1,282,0,1,0.3727,3727,0,0,100000,0,0,10000,0,0
1,283,0,1,0.3727,3727,0,0,100000,0,0,10000,0,0
1,284,0,1,0.371,3710,0,0,100000,0,0,10000,0,0
1,285,0,1,0.3788,3788,0,0,100000,0,0,10000,0,0
1,286,0,1,0.3689,3689,0,0,100000,0,0,10000,0,0
1,287,0,1,0.3745,3745,0,0,100000,0,0,10000,0,0
1,288,0,1,0.3685,3685,0,0,100000,0,0,10000,0,0
1,289,0,1,0.3735,3735,0,0,100000,0,0,10000,0,0
1,290,0,1,0.3726,3726,0,0,100000,0,0,10000,0,0
1,291,0,1,0.3746,3746,0,0,100000,0,0,10000,0,0
1,292,0,1,0.3633,3633,0,0,100000,0,0,10000,0,0
1,293,0,1,0.3707,3707,0,0,100000,0,0,10000,0,0
1,294,0,1,0.3789,3789,0,0,100000,0,0,10000,0,0
1,295,0,1,0.3647,3647,0,0,100000,0,0,10000,0,0
1,296,0,1,0.3632,3632,0,0,100000,0,0,10000,0,0
1,297,0,1,0.3704,3704,0,0,100000,0,0,10000,0,0
1,298,0,1,0.3789,3789,0,0,100000,0,0,10000,0,0
1,299,0,1,0.357,3570,0,0,100000,0,0,10000,0,0
1,300,0,1,0.3673,3673,0,0,100000,0,0,10000,0,0
1,301,0,1,0.365,3650,0,0,100000,0,0,10000,0,0
1,302,0,1,0.3675,3675,0,0,100000,0,0,10000,0,0
1,303,0,1,0.3743,3743,0,0,100000,0,0,10000,0,0
1,304,0,1,0.3659,3659,0,0,100000,0,0,10000,0,0
1,305,0,1,0.3663,3663,0,0,100000,0,0,10000,0,0
1,306,0,1,0.3675,3675,0,0,100000,0,0,10000,0,0
1,307,0,1,0.3617,3617,0,0,100000,0,0,10000,0,0
1,308,0,1,0.3663,3663,0,0,100000,0,0,10000,0,0
1,309,0,1,0.37,3700,0,0,100000,0,0,10000,0,0
1,310,0,1,0.3784,3784,0,0,100000,0,0,10000,0,0
1,311,0,1,0.3729,3729,0,0,100000,0,0,10000,0,0
1,312,0,1,0.3619,3619,0,0,100000,0,0,10000,0,0
1,313,0,1,0.3707,3707,0,0,100000,0,0,10000,0,0
1,314,0,1,0.3689,3689,0,0,100000,0,0,10000,0,0
1,315,0,1,0.379,3790,0,0,100000,0,0,10000,0,0
1,316,0,1,0.3678,3678,0,0,100000,0,0,10000,0,0
1,317,0,1,0.3736,3736,0,0,100000,0,0,10000,0,0
1,318,0,1,0.3652,3652,0,0,100000,0,0,10000,0,0
1,319,0,1,0.3672,3672,0,0,100000,0,0,10000,0,0
1,320,0,1,0.3685,3685,0,0,100000,0,0,10000,0,0
1,321,0,1,0.3648,3648,0,0,100000,0,0,10000,0,0
1,322,0,1,0.3665,3665,0,0,100000,0,0,10000,0,0
1,323,0,1,0.3792,3792,0,0,100000,0,0,10000,0,0
1,324,0,1,0.366,3660,0,0,100000,0,0,10000,0,0
1,325,0,1,0.3668,3668,0,0,100000,0,0,10000,0,0
1,326,0,1,0.37,3700,0,0,99999,1,0,10000,0,0
1,327,0,1,0.3684,3684,0,0,100000,0,0,10000,0,0
1,328,0,1,0.3695,3695,0,0,100000,0,0,10000,0,0
1,329,0,1,0.3494,3494,0,0,100000,0,0,10000,0,0
1,330,0,1,0.3728,3728,0,0,100000,0,0,10000,0,0
1,331,0,1,0.371,3710,0,0,100000,0,0,10000,0,0
1,332,0,1,0.3691,3691,0,0,100000,0,0,10000,0,0
1,333,0,1,0.3557,3557,0,0,100000,0,0,10000,0,0
1,334,0,1,0.3743,3720,0,23,100000,0,0,9999,0,1
1,335,0,1,0.3776,3776,0,0,100000,0,0,10000,0,0
1,336,0,1,0.3722,3722,0,0,100000,0,0,10000,0,0
1,337,0,1,0.3615,3615,0,0,100000,0,0,10000,0,0
1,338,0,1,0.3633,3633,0,0,100000,0,0,10000,0,0
1,339,0,1,0.3687,3687,0,0,100000,0,0,10000,0,0
1,340,0,1,0.3692,3692,0,0,100000,0,0,10000,0,0
1,341,0,1,0.3653,3653,0,0,100000,0,0,10000,0,0
1,342,0,1,0.3718,3718,0,0,100000,0,0,10000,0,0
1,343,0,1,0.3671,3671,0,0,100000,0,0,10000,0,0
1,344,0,1,0.3626,3626,0,0,100000,0,0,10000,0,0
1,345,0,1,0.3614,3614,0,0,100000,0,0,10000,0,0
1,346,0,1,0.3702,3702,0,0,100000,0,0,10000,0,0
1,347,0,1,0.3721,3721,0,0,100000,0,0,10000,0,0
1,348,0,1,0.3683,3683,0,0,100000,0,0,10000,0,0
1,349,0,1,0.3741,3741,0,0,100000,0,0,10000,0,0
1,350,0,1,0.3719,3719,0,0,100000,0,0,10000,0,0
1,351,0,1,0.3691,3691,0,0,100000,0,0,10000,0,0
1,352,0,1,0.3756,3756,0,0,100000,0,0,10000,0,0
1,353,0,1,0.3785,3785,0,0,100000,0,0,10000,0,0
1,354,0,1,0.377,3770,0,0,100000,0,0,10000,0,0
1,355,0,1,0.3669,3669,0,0,100000,0,0,10000,0,0
1,356,0,1,0.3662,3662,0,0,100000,0,0,10000,0,0
1,357,0,1,0.3708,3708,0,0,100000,0,0,10000,0,0
1,358,0,1,0.3655,3655,0,0,100000,0,0,10000,0,0
1,359,0,1,0.3597,3597,0,0,100000,0,0,10000,0,0
1,360,0,1,0.3635,3635,0,0,100000,0,0,10000,0,0
1,361,0,1,0.3732,3732,0,0,100000,0,0,10000,0,0
1,362,0,1,0.3644,3644,0,0,100000,0,0,10000,0,0
1,363,0,1,0.3623,3623,0,0,100000,0,0,10000,0,0
1,364,0,1,0.3703,3703,0,0,100000,0,0,10000,0,0
1,365,0,1,0.3634,3634,0,0,100000,0,0,10000,0,0
1,366,0,1,0.3638,3638,0,0,100000,0,0,10000,0,0
1,367,0,1,0.3616,3616,0,0,100000,0,0,10000,0,0
1,368,0,1,0.3711,3711,0,0,100000,0,0,10000,0,0
1,369,0,1,0.3791,3791,0,0,100000,0,0,10000,0,0
1,370,0,1,0.3675,3675,0,0,100000,0,0,10000,0,0
1,371,0,1,0.3623,3623,0,0,100000,0,0,10000,0,0
1,372,0,1,0.3787,3787,0,0,100000,0,0,10000,0,0
1,373,0,1,0.362,3620,0,0,100000,0,0,10000,0,0
1,374,0,1,0.3719,3719,0,0,100000,0,0,10000,0,0
1,375,0,1,0.3829,3829,0,0,100000,0,0,10000,0,0
1,376,0,1,0.3686,3686,0,0,100000,0,0,10000,0,0
1,377,0,1,0.3691,3691,0,0,100000,0,0,10000,0,0
1,378,0,1,0.3635,3610,0,25,100000,0,0,9999,0,1
1,379,0,1,0.3714,3714,0,0,100000,0,0,10000,0,0
1,380,0,1,0.3595,3595,0,0,100000,0,0,10000,0,0
1,381,0,1,0.3664,3664,0,0,100000,0,0,10000,0,0
1,382,0,1,0.3727,3727,0,0,100000,0,0,10000,0,0
1,383,0,1,0.363,3630,0,0,100000,0,0,10000,0,0
1,384,0,1,0.355,3550,0,0,100000,0,0,10000,0,0
1,385,0,1,0.3631,3631,0,0,100000,0,0,10000,0,0
1,386,0,1,0.3661,3661,0,0,100000,0,0,10000,0,0
1,387,0,1,0.3619,3619,0,0,100000,0,0,10000,0,0
1,388,0,1,0.3716,3716,0,0,100000,0,0,10000,0,0
1,389,0,1,0.3748,3748,0,0,100000,0,0,10000,0,0
1,390,0,1,0.3722,3722,0,0,100000,0,0,10000,0,0
1,391,0,1,0.3765,3765,0,0,100000,0,0,10000,0,0
1,392,0,1,0.3663,3663,0,0,100000,0,0,10000,0,0
1,393,0,1,0.3621,3621,0,0,100000,0,0,10000,0,0
1,394,0,1,0.3698,3698,0,0,100000,0,0,10000,0,0
1,395,0,1,0.3721,3721,0,0,100000,0,0,10000,0,0
1,396,0,1,0.375,3738,12,0,100000,0,0,9999,1,0
1,397,0,1,0.3591,3591,0,0,100000,0,0,10000,0,0
1,398,0,1,0.3722,3722,0,0,100000,0,0,10000,0,0
1,399,0,1,0.3638,3638,0,0,100000,0,0,10000,0,0
1,400,0,1,0.3705,3705,0,0,100000,0,0,10000,0,0
1,401,0,1,0.3678,3678,0,0,100000,0,0,10000,0,0
1,402,0,1,0.3706,3706,0,0,100000,0,0,10000,0,0
1,403,0,1,0.3665,3665,0,0,100000,0,0,10000,0,0
1,404,0,1,0.3733,3733,0,0,100000,0,0,10000,0,0
1,405,0,1,0.3662,3662,0,0,100000,0,0,10000,0,0
1,406,0,1,0.3755,3755,0,0,100000,0,0,10000,0,0
1,407,0,1,0.3779,3779,0,0,100000,0,0,10000,0,0
1,408,0,1,0.3708,3708,0,0,100000,0,0,10000,0,0
