Season,Tillage,Herb1,Herb2,PlantDensity,SSSSplants,RSSSplants,RRSSplants,SSRSplants,RSRSplants,RRRSplants,SSRRplants,RSRRplants,RRRRplants,R1plants,R2plants,SSSSseeds,RSSSseeds,RRSSseeds,SSRSseeds,RSRSseeds,RRRSseeds,SSRRseeds,RSRRseeds,RRRRseeds,R1seeds,R2seeds,SSSSrhizomes,RSSSrhizomes,RRSSrhizomes,SSRSrhizomes,RSRSrhizomes,RRRSrhizomes,SSRRrhizomes,RSRRrhizomes,RRRRrhizomes,R1rhizomes,R2rhizomes
11,0,1,1,195.447149743696,7.82872346144809e-06,0.00329905669834174,0.314046892684713,0.00329905669834174,1.9219936912158,189.055048788242,0.314046892684713,189.055048788242,1954090.83064597,0.999950980341912,0.999950980341912,58.4526781717317,98.1446724632479,4677.08648825994,98.1446724632479,212.598782336537,10188.73813422,4677.08648825994,10188.73813422,52599575.0231307,0.99980840836157,0.99980840836157,1.35008499885244e-05,0.00551122206661646,0.370065659573309,0.00551122206661646,3.39871929146332,231.269485334373,0.370065659573309,231.269485334373,1248134.18463525,0.999905724518695,0.999905724518695
12,0,1,1,196.485804999772,3.13712394109713e-06,0.00135294745196473,0.17538150719688,0.00135294745196473,0.77952369532643,104.508188681437,0.17538150719688,104.508188681437,1964647.90062461,0.99997311700443,0.99997311700443,24.4579417787714,42.0359183477969,2727.84197619721,42.0359183477969,91.0320041899111,5940.04308452695,2727.84197619721,5940.04308452695,55500899.3279327,0.99989497377987,0.99989497377987,5.08867024994126e-06,0.00214438685392213,0.204130480245064,0.00214438685392213,1.24929589929027,122.885781712358,0.204130480245064,122.885781712358,1270159.03991988,0.999950980341913,0.999950980341913
13,0,1,1,196.845838871424,1.28659238517243e-06,0.000565617093782865,0.098532708255896,0.000565617093782865,0.324860205283755,58.5190203139011,0.098532708255896,58.5190203139011,1968340.82761547,0.999985002821066,0.999985002821066,10.1866470061149,17.8481399247953,1556.48817640729,17.8481399247953,38.6413672040013,3388.36893145411,1556.48817640729,3388.36893145411,56568599.98522,0.999941551157342,0.999941551157342,2.03913056171314e-06,0.000879415843777072,0.113997979677972,0.000879415843777072,0.506690401962179,67.9303226429338,0.113997979677972,67.9303226429338,1277021.135406,0.99997311700443,0.99997311700443
14,0,1,1,196.975453560196,5.32786989941752e-07,0.000238119141536379,0.0554828182941735,0.000238119141536379,0.136598514951044,32.9103705551127,0.0554828182941735,32.9103705551127,1969688.46681993,0.99999158305019,0.99999158305019,4.24211299460546,7.5563691938146,881.398294102011,7.5563691938146,16.3556051421545,1918.35094041521,881.398294102011,1918.35094041521,56961680.7346582,0.999967273721733,0.999967273721733,8.3628505036208e-07,0.000367651110958862,0.0640462603663324,0.000367651110958862,0.211159133434441,38.0373632040357,0.0640462603663324,38.0373632040357,1279421.53795005,0.999985002821066,0.999985002821066
15,0,1,1,197.022781835311,2.21670636565176e-07,0.000100499601754342,0.0312651717375907,0.000100499601754342,0.0576196735365479,18.5358363855582,0.0312651717375907,18.5358363855582,1970190.6263291,0.999995265448957,0.999995265448957,1.76860392860967,3.19580744101011,497.704771530507,3.19580744101011,6.91570553607048,1083.0904387356,497.704771530507,1083.0904387356,57106593.0864022,0.999981627133793,0.999981627133793,3.46311543462139e-07,0.000154777441998646,0.0360638318912128,0.000154777441998646,0.0887890347181787,21.3917408608233,0.0360638318912128,21.3917408608233,1280297.50343295,0.99999158305019,0.99999158305019
16,0,1,1,197.040171916057,9.2483221427425e-08,4.24550151897091e-05,0.0176217576421192,4.24550151897091e-05,0.0243328550086699,10.4447958995321,0.0176217576421192,10.4447958995321,1970380.7699074,0.999997334426854,0.999997334426854,0.738438382852847,1.35106251015795,280.730943381061,1.35106251015795,2.92309215611802,610.855775233799,280.730943381061,610.855775233799,57160140.6869304,0.999989671702706,0.999989671702706,1.44085913767364e-07,6.53247411403225e-05,0.0203223616294339,6.53247411403225e-05,0.0374527877987561,12.0482936506128,0.0203223616294339,12.0482936506128,1280623.90711392,0.999995265448957,0.999995265448957
17,0,1,1,197.046587032128,3.86595683147266e-08,1.79403705267071e-05,0.00993217073351348,1.79403705267071e-05,0.0102800624226598,5.88632756868749,0.00993217073351348,5.88632756868748,1970454.06748581,0.999998498698719,0.999998498698719,0.308766179867079,0.571083617390355,158.273060883443,0.571083617390355,1.2353402540411,344.368828890442,158.273060883443,344.368828890442,57179999.1988064,0.999994189669726,0.999994189669726,6.01140939278263e-08,2.75957598733109e-05,0.0114541424673775,2.75957598733109e-05,0.0158163557556354,6.78911733469589,0.0114541424673775,6.78911733469589,1280747.50043981,0.999997334426854,0.999997334426854
18,0,1,1,197.048963004376,1.61848781051789e-08,7.58189929711005e-06,0.00559787151114121,7.58189929711005e-06,0.00434373557374961,3.31737835390678,0.00559787151114121,3.31737835390678,1970482.97973239,0.999999154286184,0.999999154286184,0.129278751716096,0.241374525135649,89.2135479774415,0.241374525135649,0.522043248080221,194.099840968123,89.2135479774415,194.099840968123,57187404.301594,0.999996729804819,0.999996729804819,2.51287194045723e-08,1.16612408423596e-05,0.00645591097678376,1.16612408423596e-05,0.00668204057472885,3.82611291964687,0.00645591097678376,3.82611291964687,1280795.14386578,0.999998498698719,0.999998498698719
19,0,1,1,197.049847649621,6.78438143953228e-09,3.20431436812678e-06,0.0031548735092924,3.20431436812678e-06,0.00183549795733628,1.86954884862673,0.0031548735092924,1.86954884862672,1970494.72924686,0.999999523546011,0.999999523546011,0.0541931933498981,0.102015304733618,50.2813097729913,0.102015304733618,0.220605528039649,109.391832192612,50.2813097729913,109.391832192612,57190188.19697,0.999998158877261,0.999998158877261,1.05201707683663e-08,4.92823454312153e-06,0.00363861648224179,4.92823454312153e-06,0.00282342812293725,2.15629593003941,0.00363861648224179,2.15629593003941,1280813.93682606,0.999999154286184,0.999999154286184
20,0,1,1,197.050179538707,2.84695291305817e-09,1.3542254471371e-06,0.00177796631428564,1.3542254471371e-06,0.000775625565046293,1.05357910454798,0.00177796631428564,1.05357910454798,1970499.68389459,0.999999731562099,0.999999731562099,0.0227416029882979,0.0431149092447103,28.3370356682195,0.0431149092447103,0.0932227301622018,61.6483145500039,28.3370356682195,61.6483145500039,57191247.3106639,0.999998963214928,0.999998963214928,4.40984793569598e-09,2.08280433928241e-06,0.00205066778104006,2.08280433928241e-06,0.00119307367226858,1.21520675160737,0.00205066778104006,1.21520675160737,1280821.57401046,0.999999523546011,0.999999523546011
21,0,1,1,197.050305433474,1.19579322892219e-09,5.72323835308405e-07,0.00100196170929918,5.72323835308405e-07,0.000327757464576907,0.593727371377154,0.00100196170929918,0.593727371377154,1970501.86454717,0.999999848754162,0.999999848754162,0.00955210926769904,0.0182213570520294,15.9692444539687,0.0182213570520294,0.0393935384917444,34.7410429496121,15.9692444539687,34.7410429496121,57191657.1341095,0.999999416063649,0.999999416063649,1.85051939348781e-09,8.80246540639117e-07,0.00115567810428566,8.80246540639117e-07,0.00050415661728009,0.684826417956184,0.00115567810428566,0.684826417956184,1280824.79453148,0.999999731562099,0.999999731562099
22,0,1,1,197.050353948304,5.02671325571228e-10,2.41872706828343e-07,0.000564635214229843,2.41872706828343e-07,0.000138501180789594,0.334578880831658,0.000564635214229843,0.334578880831658,1970502.86905702,0.999999914781331,0.999999914781331,0.00401539468002015,0.00770063715521943,8.99916259701966,0.00770063715521943,0.0166466515734192,19.5773798669936,8.99916259701966,19.5773798669936,57191819.4601236,0.999999671076676,0.999999671076676,7.77265598799425e-10,3.72010492950463e-07,0.000651275111044464,3.72010492950463e-07,0.000213042351974989,0.38592279139515,0.000651275111044464,0.38592279139515,1280826.21195566,0.999999848754162,0.999999848754162
23,0,1,1,197.050373057672,2.11455061974577e-10,1.0221773182523e-07,0.000318182768513762,1.0221773182523e-07,5.85267203191344e-05,0.188539947971797,0.000318182768513762,0.188539947971797,1970503.35280173,0.999999951983053,0.999999951983053,0.00168912811237107,0.00325436595881547,5.07120466042963,0.00325436595881547,0.0070344149068584,11.0321265803353,5.07120466042963,11.0321265803353,57191885.756511,0.99999981470536,0.99999981470536,3.26736361621298e-10,1.57217259438423e-07,0.000367012889249398,1.57217259438423e-07,9.00257675132363e-05,0.217476272540578,0.000367012889249398,0.217476272540578,1280826.86488706,0.999999914781331,0.999999914781331
24,0,1,1,197.050380806518,8.90056799531342e-11,4.31976833342927e-08,0.000179299568948379,4.31976833342927e-08,2.47317354527615e-05,0.106243704797591,0.000179299568948379,0.106243704797591,1970503.59519435,0.999999972944187,0.999999972944187,0.000710988188414587,0.0013753104518815,2.85768173616711,0.0013753104518815,0.00297254559048524,6.21668367989684,2.85768173616711,6.21668367989684,57191913.8774771,0.999999895609685,0.999999895609685,1.37445790283475e-10,6.64415256863998e-08,0.000206818799533945,6.64415256863998e-08,3.80423682074373e-05,0.122550966181668,0.000206818799533945,0.122550966181668,1280827.17932112,0.999999951983053,0.999999951983053
25,0,1,1,197.05038406515,3.7484166544058e-11,1.82553466876437e-08,0.00010103626124749,1.82553466876437e-08,1.04509242185857e-05,0.059868616312452,0.00010103626124749,0.059868616312452,1970503.72070171,0.999999984754865,0.999999984754865,0.000299428128148505,0.000581206451315822,1.61031905344097,0.000581206451315822,0.00125611290970564,3.50311593221762,1.61031905344097,3.50311593221762,57191926.3343295,0.999999941186179,0.999999941186179,5.78536919695372e-11,2.80784941672903e-08,0.000116544719816446,2.80784941672903e-08,1.6075628044295e-05,0.0690584081184343,0.000116544719816446,0.0690584081184343,1280827.33687633,0.999999972944187,0.999999972944187
26,0,1,1,197.050385494893,1.57934793637776e-11,7.71464024566494e-09,5.69340236092615e-05,7.71464024566494e-09,4.41625920692846e-06,0.0337359050957543,5.69340236092615e-05,0.0337359050957543,1970503.78735882,0.999999991409757,0.999999991409757,0.00012616026445447,0.000245615652667212,0.907416266615191,0.000245615652667212,0.000530797111273138,1.97400126853929,0.907416266615191,1.97400126853929,57191932.1101274,0.999999966862867,0.999999966862867,2.43647082536377e-11,1.18659753469684e-08,6.56735698108686e-05,1.18659753469684e-08,6.79310074208071e-06,0.0389146006030938,6.56735698108686e-05,0.0389146006030938,1280827.41845611,0.999999984754865,0.999999984754865
27,0,1,1,197.050386151398,6.6570353202863e-12,3.26015120652933e-09,3.20821850254057e-05,3.26015120652933e-09,1.86618294654313e-06,0.01901005422627,3.20821850254057e-05,0.01901005422627,1970503.82342783,0.99999999515959,0.99999999515959,5.31772231792358e-05,0.000103795401091313,0.511326885621551,0.000103795401091313,0.000224299452225926,1.11234174612539,0.511326885621551,1.11234174612539,57191934.9084554,0.999999981329208,0.999999981329208,1.02657615864554e-11,5.01451615968221e-09,3.70071153460199e-05,5.01451615968221e-09,2.8705684845035e-06,0.0219283383122403,3.70071153460199e-05,0.0219283383122403,1280827.46178323,0.999999991409757,0.999999991409757
28,0,1,1,197.050386466608,2.80694382018276e-12,1.37770657640961e-09,1.80781546876395e-05,1.37770657640961e-09,7.88594467157089e-07,0.0107120533398031,1.80781546876395e-05,0.0107120533398031,1970503.84320502,0.999999997272524,0.999999997272524,2.24222158012091e-05,4.38628756513842e-05,0.288130205443533,4.38628756513842e-05,9.47824039954447e-05,0.626797807048299,0.288130205443533,0.626797807048299,57191936.3178649,0.999999989479903,0.999999989479903,4.32707295818609e-12,2.11909828424407e-09,2.08534202665137e-05,2.11909828424407e-09,1.21301891525303e-06,0.0123565352470755,2.08534202665137e-05,0.0123565352470755,1280827.48522809,0.99999999515959,0.99999999515959
29,0,1,1,197.050386624146,1.18390312997074e-12,5.82201128990342e-10,1.01869185841404e-05,5.82201128990342e-10,3.33236926191545e-07,0.00603616194407702,1.01869185841404e-05,0.00603616194407702,1970503.85414843,0.999999998463116,0.999999998463116,9.45716542199029e-06,1.85358886119357e-05,0.162359432801272,1.85358886119357e-05,4.00522676951135e-05,0.353195790382881,0.162359432801272,0.353195790382881,57191937.0506215,0.999999994072336,0.999999994072336,1.82451348311879e-12,8.95509274666247e-10,1.17508005469657e-05,8.95509274666247e-10,5.12586403652108e-07,0.00696283467087201,1.17508005469657e-05,0.00696283467087201,1280827.49808327,0.999999997272525,0.999999997272525
30,0,1,1,197.050386705549,4.99471423861585e-13,2.46029412627043e-10,5.74024606274006e-06,2.46029412627043e-10,1.4081613727441e-07,0.00340132497768227,5.74024606274006e-06,0.00340132497768227,1970503.86024122,0.999999999133991,0.999999999133991,3.98983990817435e-06,7.83298680892783e-06,0.0914882243264077,7.83298680892783e-06,1.69249117885952e-05,0.199022732135952,0.0914882243264077,0.199022732135952,57191937.4409811,0.999999996659953,0.999999996659953,7.69537034480979e-13,3.78430733843723e-10,6.62149707969125e-06,3.78430733843723e-10,2.16604002024504e-07,0.00392350526365006,6.62149707969125e-06,0.00392350526365006,1280827.50519648,0.999999998463116,0.999999998463116
