Season,Tillage,Herb1,Herb2,PlantDensity,SSSSplants,RSSSplants,RRSSplants,SSRSplants,RSRSplants,RRRSplants,SSRRplants,RSRRplants,RRRRplants,R1plants,R2plants,SSSSseeds,RSSSseeds,RRSSseeds,SSRSseeds,RSRSseeds,RRRSseeds,SSRRseeds,RSRRseeds,RRRRseeds,R1seeds,R2seeds,SSSSrhizomes,RSSSrhizomes,RRSSrhizomes,SSRSrhizomes,RSRSrhizomes,RRRSrhizomes,SSRRrhizomes,RSRRrhizomes,RRRRrhizomes,R1rhizomes,R2rhizomes
11,1,1,0,202.886764800771,2.2943047070696,1237.26751065256,2027627.9569575,9.39753414258159e-08,5.75798529015517e-05,0.0809515645876277,6.0963097223461e-08,3.01578975657279e-05,0.0481953888223568,0.999693953371149,4.37338665132178e-08,49113.2332265518,100013.514687561,81556464.8671122,0.00201167054428334,0.00465080334531242,3.25636639602051,0.00130502114087277,0.00243857494793677,1.9389021600003,0.998786864042506,4.37443740713074e-08,1.68504676596692,878.469934468444,810443.510127625,6.98095027647758e-08,4.14287995335332e-05,0.0323131709481193,4.44208011253629e-08,2.12936056818753e-05,0.0192092277060712,0.999456542393125,4.36421366497318e-08
12,1,1,0,202.908943059674,1.2647230377814,697.604371942395,2028390.43205786,5.12866414607812e-08,3.21239021659147e-05,0.0810599530141654,3.3770206439442e-08,1.70560424660857e-05,0.0483346803575825,0.999827475847833,4.38116885984652e-08,27108.8670230061,56471.2021970157,81699332.6122324,0.00109930018431575,0.00259883462727345,3.26513066915032,0.000723854933161798,0.00138093484746476,1.94713864607891,0.99932327589482,4.38191486667575e-08,0.91772188282784,494.907004261023,811051.182783,3.75901365703264e-08,2.30319411606207e-05,0.0323806258350511,2.43852388893844e-08,1.20631590262912e-05,0.0192781555289427,0.999693953371149,4.37338665132178e-08
13,1,1,0,202.918074152757,0.702736335082636,393.445872857913,2028786.46330754,2.82546793609359e-08,1.79658571900992e-05,0.0811333954041675,1.88130809648545e-08,9.63202143684569e-06,0.0484497985755616,0.999902706701986,4.38773847720791e-08,15071.0580684794,31868.2738025818,81761407.7354436,0.000605952283853689,0.00145448341758185,3.26987986732036,0.000403470934342727,0.000780231706792645,1.95283615662511,0.999621002058746,4.38829277224334e-08,0.505889215112562,279.041748776958,811356.172823145,2.05146565843125e-08,1.28495608663659e-05,0.0324239812056662,1.35080825757768e-08,6.82241698643427e-06,0.019333872143033,0.999827475847833,4.38116885984652e-08
14,1,1,0,202.921992162021,0.39252034876284,221.926899340061,2028997.47245382,1.56699773817448e-08,1.00659777962514e-05,0.0811853487279441,1.05181469552223e-08,5.43331051513968e-06,0.0485458230390807,0.999945123750951,4.39326369240558e-08,8420.06101888833,17980.1292360246,81789637.2543865,0.000336138848458072,0.000815209716023713,3.27272581953319,0.000225627824756862,0.000440198614001887,1.95713932801542,0.999787203997445,4.39369055372715e-08,0.281094534033054,157.378349143165,811514.585323015,1.13018717443744e-08,7.18634287603969e-06,0.032453358161667,7.52523238594181e-09,3.85280857473828e-06,0.0193799194302246,0.999902706701986,4.38773847720791e-08
15,1,1,0,202.923751571536,0.220000473285382,125.185408139552,2029111.98044842,8.73157579528882e-09,5.64767813000706e-06,0.0812234186377869,5.89394875888032e-09,3.06235850173747e-06,0.0486261852256365,0.999969046152347,4.39789774783326e-08,4719.79108528267,10143.4445501166,81803074.7495042,0.00018732233491607,0.000457474022700483,3.27458718725546,0.000126446098535874,0.000248123204077442,1.96055502518637,0.999880325590679,4.39823520931365e-08,0.157008139505136,88.7707597360243,811598.98898153,6.26799095269791e-09,4.02639111850055e-06,0.0324741394911776,4.20725878208893e-09,2.17332420605587e-06,0.0194183292156323,0.999945123750951,4.39326369240558e-08
16,1,1,0,202.924579108491,0.123583612045753,70.6162750114349,2029174.92127577,4.88167087988332e-09,3.17217760130688e-06,0.0812521269254337,3.30757066028248e-09,1.72505856389186e-06,0.0486934858186155,0.999982539461838,4.40177658958443e-08,2651.44099162261,5722.15281923042,81809743.8812304,0.000104734020218898,0.000256982783631135,3.27589079919515,7.09626513065378e-05,0.000139773083210264,1.96333626686822,0.999932624734076,4.40204827621759e-08,0.0880001893141527,50.0741632558209,811644.792179367,3.49263031811553e-09,2.25907125200282e-06,0.0324893674551147,2.35757950355213e-09,1.22494340069499e-06,0.0194504740902546,0.999969046152347,4.39789774783326e-08
17,1,1,0,202.924985537838,0.0695240079360652,39.8344497225807,2029209.82137778,2.73576101250963e-09,1.78327428904199e-06,0.0812742811629372,1.85792969184197e-09,9.71392353522424e-07,0.0487498261277495,0.999990150670605,4.40501857016807e-08,1491.64949458334,3227.934188924,81813172.2751916,5.86960245326381e-05,0.000144476563497134,3.27685065940502,3.98621473227549e-05,7.87075357841844e-05,1.96562922638807,0.999962042329256,4.40523997773813e-08,0.0494334448183012,28.2465100045739,811669.968510309,1.95266835195333e-09,1.26887104052275e-06,0.0325008507701735,1.32302826411299e-09,6.90023425556745e-07,0.0194773943274462,0.999982539461838,4.40177658958443e-08
18,1,1,0,202.925192695169,0.0391492304558801,22.4705672156831,2029229.28714504,1.53577651496124e-09,1.0031685486884e-06,0.0812916932457551,1.04431686895183e-09,5.46882149391701e-07,0.0487969554670887,0.999994444044396,4.40772538789485e-08,839.964342095316,1820.89782024928,81814984.0275221,3.29506870898594e-05,8.12785454136599e-05,3.27758296812961,2.24062526635012e-05,4.43114216081265e-05,1.96753081862473,0.99997860591978,4.40790725354529e-08,0.0278096031744261,15.9337798890323,811683.928551113,1.09430440500385e-09,7.13309715616797e-07,0.0325097124651749,7.43171876736786e-10,3.8855694140897e-07,0.0194999304510998,0.999990150670605,4.40501857016807e-08
19,1,1,0,202.925301456697,0.0220587627841752,12.6756357941252,2029240.18672961,8.6319994850575e-10,5.64629594652188e-07,0.0813055748817393,5.87267165537567e-10,3.07857004706836e-07,0.0488363473370537,0.999996865902353,4.40998364059049e-08,473.283947164732,1027.1746033674,81815961.2809651,1.85204311825728e-05,4.57490607193433e-05,3.27815581666769,1.26001466405389e-05,2.4944303799057e-05,1.96911216428538,0.999987938134097,4.4101337827948e-08,0.0156596921823521,8.98822688627324,811691.714858017,6.14310605984498e-10,4.01267419475359e-07,0.032516677298302,4.17726747580732e-10,2.1875285975668e-07,0.0195187821868355,0.999994444044396,4.40772538789485e-08
20,1,1,0,202.925359844435,0.0124340926826965,7.15032344367426,2029246.30550031,4.85603994585407e-10,3.17935634196085e-07,0.0813167638932118,3.30361221780266e-10,1.73298650080828e-07,0.0488692469643389,0.999998232061255,4.41186660056724e-08,266.781901100282,579.431104395433,81816496.1584431,1.04189454143746e-05,2.57614387235029e-05,3.2786119110239,7.08811182411664e-06,1.40416641273484e-05,1.97042879609315,0.999993198294654,4.41199094880779e-08,0.00882350511367006,5.07025431765008,811696.074691845,3.452799794023e-10,2.25851837860875e-07,0.0325222299526957,2.34906866215027e-10,1.23142801882734e-07,0.0195345389348215,0.999996865902353,4.40998364059049e-08
21,1,1,0,202.925391695311,0.00701068813898195,4.03349682677798,2029249.74622275,2.73361153527952e-10,1.79086416984157e-07,0.081325857901591,1.85892227139424e-10,9.7556580620774e-08,0.0488967062729208,0.999999002707732,4.41343598737761e-08,150.419389281996,326.857689529835,81816791.8797177,5.86515331024762e-06,1.45111887961978e-05,3.2789796334478,3.98844531638045e-06,7.90463314846739e-06,1.97152556292119,0.999996164034339,4.41353917867853e-08,0.00497363707307859,2.86012937746971,811698.522200125,1.94241597834163e-10,1.27174253678434e-07,0.0325267055572847,1.32144488712106e-10,6.93194600323313e-08,0.0195476987857356,0.999998232061254,4.41186660056724e-08
22,1,1,0,202.925409264815,0.00395349223473257,2.27529543436321,2029251.68314616,1.5395750345694e-10,1.00902977849765e-07,0.0813332954945931,1.04624336242388e-10,5.49224466184455e-08,0.048919612351055,0.999999437428121,4.41474362320892e-08,84.8251378415166,184.380615857859,81816956.4973678,3.30326990067016e-06,8.17620247901432e-06,3.27927877777819,2.24478970016177e-06,4.45017769512801e-06,1.97243931305834,0.999997836452596,4.41482936356521e-08,0.00280427525559278,1.61339873071119,811699.8984891,1.09344461411181e-10,7.16345667936627e-08,0.0325303431606364,7.43568908557696e-11,3.90226322483096e-08,0.0195586825091683,0.999999002707732,4.41343598737761e-08
23,1,1,0,202.925419030169,0.00222971277624205,1.28349414176461,2029252.77429963,8.67403154299241e-11,5.68642774307802e-08,0.0813394067698604,5.88966796356677e-11,3.09233091111454e-08,0.0489387117251004,0.999999682653444,4.4158329200948e-08,47.8401900740187,104.009168068872,81817048.5527412,1.86107802714823e-06,4.60779239060658e-06,3.27952370431027,1.26367118039351e-06,2.50562564261828e-06,1.97320057748753,0.999998779660342,4.41590421532716e-08,0.00158139689389303,0.910118173745283,811700.673258464,6.15830013827762e-11,4.0361191139906e-08,0.0325333181978372,4.1849734496955e-11,2.19689786473782e-08,0.019567844940422,0.999999437428121,4.41474362320892e-08
24,1,1,0,202.925424485476,0.00125761567111042,0.724019052662231,2029253.38927897,4.88830631338033e-11,3.20516607588464e-08,0.0813444456045708,3.31609309842978e-11,1.74129112204579e-08,0.0489546313765139,0.999999820984892,4.41674018435074e-08,26.9831147582883,58.6715923528032,81817100.1860116,1.04882308439625e-06,2.59721819001267e-06,3.27972516957955,7.11492277652131e-07,1.41092723980252e-06,1.9738347536997,0.999999311649374,4.4167994960439e-08,0.000891885110496819,0.513397656705845,811701.109719852,3.46961261719696e-11,2.27457109723121e-08,0.0325357627079442,2.35586718542671e-11,1.23693236444582e-08,0.0195754846900402,0.999999682653444,4.4158329200948e-08
25,1,1,0,202.925427543277,0.000709360572131016,0.408419155147388,2029253.73598772,2.75540031715592e-11,1.80685036387904e-08,0.0813486107946541,1.86738476418343e-11,9.80639861290846e-09,0.0489678969599441,0.999999899017607,4.41749574292531e-08,15.2198818473205,33.0966521925987,81817129.2040769,5.91192185325054e-07,1.46414362605219e-06,3.27989143858474,4.00661328712524e-07,7.94595160310724e-07,1.97436300600663,0.999999611717136,4.41754509950394e-08,0.00050304626844417,0.289607621064893,811701.355711586,1.95532252535213e-11,1.28206643035386e-08,0.0325377782418283,1.32643723937191e-11,6.96516448818315e-09,0.0195818525506056,0.999999820984892,4.41674018435074e-08
26,1,1,0,202.925429261021,0.000400128210305815,0.230389250387106,2029253.93148981,1.55338429208665e-11,1.0186915773104e-08,0.0813520602792254,1.05173587518478e-11,5.52333697457489e-09,0.0489789485283292,0.999999943035842,4.41812490576026e-08,8.58506251386159,18.6698239102801,81817145.5333791,3.33290544375469e-07,8.25481009100028e-07,3.28002899000216,2.25657828687909e-07,4.47549504909377e-07,1.97480298282186,0.999999780975388,4.41816598527984e-08,0.000283744228852406,0.163367662058955,811701.494395088,1.10216012686237e-11,7.22740145551615e-09,0.0325394443178616,7.4695390567337e-12,3.92255944516339e-09,0.0195871587839776,0.999999899017607,4.41749574292531e-08
27,1,1,0,202.925430227372,0.000225704249978138,0.129962579048049,2029254.04174235,8.75841309139438e-12,5.743845931066e-09,0.0813549209802996,5.92434833267797e-12,3.11133564505906e-09,0.0489881540284934,0.999999967866522,4.41864878205445e-08,4.84266089794055,10.5316485391156,81817154.7300494,1.87918517852904e-07,4.65446178673763e-07,3.28014298108392,1.27111364358421e-07,2.52109681095668e-07,1.97516940272504,0.99999987645032,4.4186829761326e-08,0.000160051284122326,0.0921557001548425,811701.572595923,6.21353716834659e-12,4.07476630924158e-09,0.0325408241116901,4.2069435007391e-12,2.20933478982996e-09,0.0195915794113317,0.999999943035842,4.41812490576026e-08
28,1,1,0,202.925430771524,0.000127316816845322,0.0733118924685515,2029254.10392291,4.93869884733e-12,3.23888074105308e-09,0.0813572958001082,3.33757557067849e-12,1.75284649378459e-09,0.0489958208181604,0.999999981873506,4.41908496906304e-08,2.73168182285045,5.94090327460365,81817159.9124136,1.05963610403705e-07,2.62460237804559e-07,3.28023756549329,7.16102130215612e-08,1.42033096026334e-07,1.97547453953036,0.999999930306395,4.41911343353339e-08,9.02816999912554e-05,0.0519850316192196,811701.616696942,3.50336523655775e-12,2.2975383724264e-09,0.0325419683921198,2.36973933307119e-12,1.24453425802362e-09,0.0195952616113974,0.999999967866522,4.41864878205445e-08
29,1,1,0,202.925431078121,7.18183382338713e-05,0.0413552394407386,2029254.13899268,2.7850398658865e-12,1.82647324124076e-09,0.0813592687311231,1.88050323651032e-12,9.87620797833293e-10,0.0490022054456657,0.999999989774845,4.41944813121192e-08,1.54091862237938,3.35126367414057,81817162.8336973,5.97551931177693e-08,1.48007389601166e-07,3.28031611808431,4.0347626916025e-08,8.0027410314167e-08,1.97572862626494,0.999999960686118,4.41947182697483e-08,5.09267267381289e-05,0.0293247569874206,811701.641569162,1.975479538932e-12,1.29555229642123e-09,0.0325429183200433,1.33503022827139e-12,7.01138597513835e-10,0.0195983283272642,0.999999981873506,4.41908496906304e-08
30,1,1,0,202.925431250939,4.05123307388447e-05,0.0233284910642528,2029254.15877195,1.57063509155635e-12,1.03003768453507e-09,0.0813609086803806,1.05965750708103e-12,5.56522927805225e-10,0.0490075219198736,0.99999999423199,4.41975048571128e-08,0.869223757137165,1.89044789909964,81817164.4807606,3.36991976355137e-08,8.3468852917671e-08,3.28038139885185,2.27357600394613e-08,4.50956131639411e-08,1.97594019252641,0.999999977823142,4.41977021206788e-08,2.87273352935485e-05,0.0165420957762954,811701.655597071,1.1140159463546e-12,7.30589296496304e-10,0.0325437074924492,7.52201294604128e-13,3.95048319133317e-10,0.0196008821782663,0.999999989774845,4.41944813121192e-08
