Season,Run,Herb1,Herb2,Tillage,PlantDensity,SSSSplants,RSSSplants,RRSSplants,SSRSplants,RSRSplants,RRRSplants,SSRRplants,RSRRplants,RRRRplants,R1plants,R2plants,SSSSseeds,RSSSseeds,RRSSseeds,SSRSseeds,RSRSseeds,RRRSseeds,SSRRseeds,RSRRseeds,RRRRseeds,R1seeds,R2seeds,SSSSrhizomes,RSSSrhizomes,RRSSrhizomes,SSRSrhizomes,RSRSrhizomes,RRRSrhizomes,SSRRrhizomes,RSRRrhizomes,RRRRrhizomes,R1rhizomes,R2rhizomes
1,112,1,0,1,0.2915,2915,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0
1,113,1,0,1,0.3019,3019,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,99999,0,1,0,0,0,0,0,0,1e-05,0
1,114,1,0,1,0.2877,2877,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0
1,115,1,0,1,0.2946,2946,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0
1,116,1,0,1,0.3009,3009,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0
1,117,1,0,1,0.3018,3018,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0
1,118,1,0,1,0.3027,3027,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0
1,119,1,0,1,0.2947,2947,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0
1,120,1,0,1,0.2965,2965,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0
1,121,1,0,1,0.2992,2992,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0
1,122,1,0,1,0.296,2960,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0
1,123,1,0,1,0.2969,2969,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0
1,124,1,0,1,0.2832,2832,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0
1,125,1,0,1,0.2959,2959,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0
1,126,1,0,1,0.2995,2995,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0
1,127,1,0,1,0.3029,3029,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0
1,128,1,0,1,0.2946,2946,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0
1,129,1,0,1,0.2957,2957,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0
1,130,1,0,1,0.294,2940,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0
1,131,1,0,1,0.2975,2975,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0
1,132,1,0,1,0.2956,2956,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0
1,133,1,0,1,0.2903,2903,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0
1,134,1,0,1,0.3023,3023,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0
1,135,1,0,1,0.2841,2841,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0
1,136,1,0,1,0.3019,3019,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0
1,137,1,0,1,0.29,2900,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0
1,138,1,0,1,0.2983,2983,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0
1,139,1,0,1,0.3041,3041,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0
1,140,1,0,1,0.2981,2981,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0
1,141,1,0,1,0.2996,2996,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0
1,142,1,0,1,0.3033,3033,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0
1,143,1,0,1,0.3002,3002,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0
1,144,1,0,1,0.3023,3023,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0
1,145,1,0,1,0.2966,2966,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0
1,146,1,0,1,0.3127,3127,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0
1,147,1,0,1,0.2983,2983,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0
1,148,1,0,1,0.3022,3022,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0
1,149,1,0,1,0.3023,3023,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0
1,150,1,0,1,0.2932,2932,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0
1,151,1,0,1,0.3022,3022,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0
1,152,1,0,1,0.2963,2963,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0
1,153,1,0,1,0.3015,3015,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0
1,154,1,0,1,0.2963,2963,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0
1,155,1,0,1,0.2823,2823,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0
1,156,1,0,1,0.3009,3009,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0
1,157,1,0,1,0.3009,3009,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0
1,158,1,0,1,0.3018,3018,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0
1,159,1,0,1,0.2869,2869,0,0,0,0,0,0,0,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0
